state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)"
VA,2005,4844,103383,348,4251,2707,6951,25000,29732,27609,1576,2469,9750,83,0,0,22405,10430,7,1480,323,1447,801,345,1892,36512,1018,0,118,4537,4052,1076
VA,2006,4955,111552,408,4433,3011,7183,24224,31376,28672,1765,2456,9587,117,0,0,20514,11302,8,1204,266,1683,774,383,2160,36579,1012,0,134,4906,4103,1143
VA,2007,4890,112424,398,4757,2681,7296,26023,34498,30678,1953,2416,9142,204,0,0,24236,12271,14,1065,280,1725,665,381,2173,39035,1096,0,80,5237,4156,1112
VA,2008,4770,111680,332,4850,2866,6044,28390,32663,31039,2008,2540,9464,58,0,0,27770,13105,12,1091,315,1702,561,396,2246,39654,1021,0,111,5236,4199,1108
VA,2009,4665,113918,321,4818,2461,5808,29277,32170,35120,1782,2444,8833,110,0,0,31748,13788,9,1061,301,1807,958,336,2059,40835,1086,0,184,4996,4053,1157
VA,2010,4701,125977,278,4641,2750,5777,29512,33908,35238,1685,2367,7670,79,0,0,31439,14087,14,1068,308,2128,731,377,2041,43712,1026,0,235,4920,3871,1261
VA,2011,4194,122964,288,4816,2004,5416,29906,35896,33973,1642,2239,6875,73,0,0,32986,12436,6,1026,275,2270,791,341,2030,42098,1028,0,241,4949,3851,1119
VA,2012,4501,115031,316,4635,1667,5191,28986,37823,32137,1530,2339,6547,47,0,0,32078,11701,16,853,271,2823,833,315,1717,39321,955,0,286,4530,3594,1080
VA,2013,4503,109543,209,4138,1463,4585,26614,39997,28714,1538,2053,6300,58,0,0,32632,10521,6,892,336,2662,858,552,1772,36096,991,0,186,4306,3572,828
VA,2014,4655,104633,216,3534,1131,4196,24101,37047,26439,1630,1908,5873,53,0,0,31247,7726,17,826,280,2304,932,494,1600,34634,890,0,223,4019,3288,859
VA,2015,4644,100267,189,3213,987,3293,22176,36162,23033,1489,1865,5479,25,0,0,31052,5713,19,871,307,2051,1016,496,1551,34188,864,0,222,4114,3478,709
VA,2016,4932,93797,153,3071,768,2999,20341,39105,20358,1430,1966,5343,20,0,0,27097,5310,16,1034,368,1822,909,496,1790,33037,948,0,157,4239,3655,718
VA,2017,4749,95746,201,2809,769,3076,20920,44562,20444,1444,1781,5156,22,0,0,24569,5147,14,1104,325,1776,633,439,1647,31771,1057,0,184,3930,4242,624
VA,2018,4718,96361,201,2367,623,2934,21481,46689,19967,1291,1578,4972,11,0,0,23690,4596,34,1215,348,1612,396,522,1420,30956,1102,0,57,3593,4142,573
VA,2019,4811,97585,168,2127,529,2858,21114,44343,20005,1172,1503,4909,102,8,0,23834,4458,27,1039,302,1439,515,543,1348,30066,947,0,35,3252,4221,588
VA,2020,5014,74091,148,1830,390,2015,17042,28148,12899,814,1045,3805,10,8,1,18194,1612,39,1095,345,1073,265,471,1061,27560,828,0,64,3323,4667,497
VA,2021,4957,85037,167,1637,244,2409,16907,15142,0,642,837,3853,12,11,0,15143,1158,55,1046,387,1124,253,503,977,27754,752,0,8,3251,4544,575
VA,2022,5074,84921,155,1720,178,5552,17328,13398,0,680,1020,4371,12,26,0,17600,1679,49,1172,341,1042,222,483,1170,28006,885,0,17,3162,5076,572
WA,2004,5070,54476,388,5778,55,4963,39666,21040,21,130,2916,1493,15,0,0,30042,12306,27,2287,132,314,1192,804,1668,31920,4361,2890,98,6662,3062,1379
WA,2005,5114,60238,446,5844,18,4777,36937,24130,3,133,2964,1545,6,0,0,29600,11354,50,2344,152,421,1567,801,1676,32663,5130,6,20,7025,3544,1260
WA,2006,4979,65658,389,5947,60,4973,37339,28634,7,183,2459,1289,14,0,0,26758,13108,30,2317,151,614,1326,822,1897,31046,4804,10,21,7042,3634,1445
WA,2007,4897,70323,349,5334,31,5185,37568,29192,0,158,2132,1233,12,0,0,28906,13005,17,1864,124,725,875,784,1942,29189,4037,0,46,6964,3508,1202
WA,2008,4837,71739,289,5145,48,4876,35392,24058,3,184,1613,1018,1,0,0,26428,11904,10,1470,111,692,697,750,1701,27491,2983,0,34,6760,2979,1038
WA,2009,5117,71259,252,4684,41,4682,34291,21552,6,127,1500,1033,3,0,0,27506,10509,15,1328,137,730,813,657,2013,27720,2438,0,52,6267,2623,1031
WA,2010,5126,67824,230,5156,34,4879,34448,20977,16,86,1251,975,7,0,0,26612,8644,8,1248,110,586,840,595,1916,27408,2526,0,54,6450,2582,885
WA,2011,5131,53509,234,5132,60,4333,28226,19342,42,88,1170,972,8,0,0,27428,7219,10,1198,127,661,660,608,1791,26643,2545,3,55,6100,2338,775
WA,2012,5399,50785,210,5177,25,3525,31695,13903,39,57,1203,952,3,0,0,28095,5960,13,1103,143,650,437,473,1857,25443,2848,1,134,5302,1957,696
WA,2013,5414,58399,181,5404,7,3584,29516,11361,31,78,1026,957,0,0,0,30067,4628,18,1266,126,459,422,477,1902,26766,3320,0,132,5763,1907,609
WA,2014,5252,55000,211,5029,12,3304,27004,11016,12,66,1019,1000,0,0,0,29608,3970,11,1261,141,500,547,490,1874,26446,3465,0,146,5154,1750,680
WA,2015,5411,65998,197,4945,6,3151,24849,11163,102,58,865,960,4,0,0,27644,3449,5,1444,159,464,434,514,1839,26679,3188,544,112,5306,1813,640
WA,2016,5815,62192,168,5132,3,2626,23504,11427,46,64,903,1040,0,0,0,24729,2648,9,1618,119,337,530,508,1726,25802,3567,154,107,5349,1797,657
WA,2017,5942,58965,172,4778,0,2502,25697,12060,114,53,887,1075,1,3,1,21548,2293,8,1638,156,424,613,539,1911,25565,3525,27,131,5266,1807,527
WA,2018,6402,62978,189,4612,14,2662,28672,11897,88,62,755,1294,7,16,3,21005,1856,11,1647,162,306,219,590,1888,26627,3555,7,137,5072,1943,549
WA,2019,6211,60861,186,4127,6,2697,26855,12133,90,38,743,1303,3,31,23,20453,1650,8,1296,138,336,400,597,1897,26946,3178,10,173,4835,1983,542
WA,2020,6103,45759,242,4663,8,1933,22380,8145,68,23,483,944,1,15,1,16298,1109,24,1415,199,246,210,542,1738,24126,3128,18,169,5018,1724,499
WA,2021,6058,37848,267,4420,3,1572,21003,2049,0,17,308,686,3,22,0,12458,528,16,1187,178,167,136,518,1489,23044,2979,0,148,4659,1591,433
WA,2022,6473,38636,260,4529,0,2008,22179,1365,0,27,315,682,5,17,0,15362,564,32,1380,206,181,101,561,1742,23614,4317,0,277,4888,1825,351
WV,2004,1414,13594,56,856,81,920,6574,4873,3820,89,501,1403,0,0,0,4278,1784,2,358,43,120,110,35,179,7252,301,0,18,961,486,150
WV,2005,1456,15062,45,890,64,1180,7105,6007,4484,114,568,1533,3,0,0,4610,2090,0,377,59,129,165,56,220,7760,428,0,40,1112,446,191
WV,2006,1497,16837,98,974,119,1419,7139,7243,5779,137,566,1538,0,0,0,4486,2577,0,382,44,115,186,54,224,8231,374,0,15,1151,468,235
WV,2007,1094,15815,60,698,79,1538,7223,4884,5366,128,377,1188,4,0,0,4252,1845,1,249,38,65,236,35,177,6775,319,0,14,818,322,133
WV,2008,1620,17350,51,1028,91,1600,6872,7223,5765,154,553,1343,20,0,0,6070,2159,1,305,58,150,204,77,247,8717,334,0,18,1218,440,204
WV,2009,1644,17414,49,1155,75,1360,6567,7795,5062,138,499,1293,12,0,0,6496,2214,2,265,65,123,141,78,292,8360,356,0,16,1165,431,210
WV,2010,1697,14129,60,956,67,1170,5557,7026,3591,151,482,846,10,0,0,5235,1808,2,208,30,90,118,67,181,6821,367,0,7,898,362,146
WV,2011,1667,14402,43,1040,70,1075,5655,6769,3111,151,443,811,23,0,0,5425,1752,1,260,46,89,98,61,246,6362,346,0,11,955,410,163
WV,2012,1829,16706,53,1123,47,1237,7438,7881,3318,168,458,829,3,0,0,7024,1856,0,270,47,103,88,69,263,6951,413,0,13,988,445,189
WV,2013,1647,14727,34,985,36,914,6174,6684,2463,158,341,785,5,0,0,6274,1788,1,190,34,84,117,95,185,5783,368,0,11,758,366,133
WV,2014,1737,13978,28,825,5,746,5269,6428,1451,164,330,625,8,0,0,6802,1316,1,224,60,87,82,99,169,5564,330,0,31,721,349,140
WV,2015,1780,14127,46,863,16,793,5487,7005,1187,170,362,692,2,0,0,6786,1074,0,241,45,132,66,95,174,5815,405,0,27,868,488,135
WV,2016,1888,14922,43,938,10,750,5451,7169,776,113,385,628,3,0,0,6002,747,1,284,51,164,98,110,190,5586,422,0,31,703,525,117
WV,2017,1813,13888,41,845,9,853,5029,8213,989,96,296,500,0,0,0,4656,947,1,306,53,171,121,88,140,4963,492,0,28,699,439,75
WV,2018,1388,12131,29,605,9,919,4236,7517,867,61,264,320,3,0,0,4091,651,0,235,44,138,77,69,78,3681,400,0,24,614,431,79
WV,2019,1328,10707,32,553,6,760,3621,7043,820,47,209,294,1,11,0,3902,479,1,228,53,168,40,69,77,3874,339,0,17,488,426,45
WV,2020,1281,9695,43,644,3,565,2994,6976,312,21,184,243,0,14,0,3312,326,9,232,69,142,17,109,97,4086,331,0,9,514,532,56
WV,2021,1246,11450,55,620,1,643,2884,7630,0,16,129,196,0,9,0,3276,429,4,217,43,188,42,99,46,3849,382,0,21,457,439,61
WV,2022,1027,10291,28,487,11,553,2206,5670,0,22,107,180,0,6,1,2896,220,6,111,42,78,81,62,47,3440,210,0,24,373,337,52
WI,2004,3770,96281,231,4107,5048,54568,39863,20601,507,237,2328,9637,45,0,0,28255,40492,44,1947,109,2114,149,727,745,14859,1453,186,237,9039,3043,3387
WI,2005,4546,123260,293,4390,6530,63001,39999,23796,10,169,2551,10084,27,0,0,27339,43201,48,2512,257,2194,654,803,1364,16640,1208,149,3240,9153,4236,3207
WI,2006,5626,128765,435,5113,7261,65720,42789,25837,5,200,2492,8457,157,0,0,31259,44871,34,2621,191,2517,691,764,1640,19473,1349,5,3529,11356,5182,3229
WI,2007,5114,128127,265,5034,7692,66509,43871,25968,5,251,2057,7451,153,0,0,34078,44272,52,2235,210,2903,826,787,1993,20333,1697,0,3054,10818,4941,3074
WI,2008,5203,124109,403,4719,7090,65534,42075,25224,0,271,1856,6498,137,0,0,35896,42195,33,1681,197,2801,688,713,2008,19926,1844,0,2795,10560,5026,2770
WI,2009,5411,118675,188,4548,5601,61222,40472,25215,0,231,1437,5356,214,0,0,35567,37852,29,1263,144,2697,377,650,1687,18549,1700,0,3116,9799,4224,2745
WI,2010,5295,106806,167,4369,4589,55161,35307,25460,5,203,1229,4231,167,0,0,31820,31585,30,1072,146,2466,381,696,1849,17449,1660,2,3000,8906,3827,2604
WI,2011,5444,102151,164,4376,4470,50641,30710,25140,16,178,1209,3863,155,0,0,31863,28507,23,1099,137,2381,467,723,1897,17834,1551,0,2750,8784,3949,2678
WI,2012,6490,104187,179,4356,4539,47721,30101,27147,1,207,1237,3901,138,0,0,34755,26290,42,1136,175,2570,384,589,1739,18832,1791,0,2554,8959,3787,2916
WI,2013,5589,98891,211,3828,3540,43818,26707,25603,3,260,1007,3808,93,0,0,31952,20749,36,1069,155,2450,497,720,1708,17634,1508,0,2080,7149,3714,2286
WI,2014,5085,88859,144,3206,2856,39246,24689,25133,0,260,1001,3110,100,0,0,32923,17682,58,1175,181,2710,675,709,1693,16062,1540,0,1611,7124,4006,2264
WI,2015,5071,87217,135,2857,2235,36413,24816,25395,0,286,979,2928,54,0,0,27707,14424,55,1188,184,2566,402,704,1616,15659,1610,1,1107,6536,4054,2084
WI,2016,5023,86090,136,2821,2177,34164,25085,28740,2,292,1055,2702,47,0,0,27753,12831,39,1318,243,2305,441,793,1592,16276,1578,0,832,6580,3731,1997
WI,2017,5474,81426,194,2644,1784,32945,23811,31106,0,328,997,2663,32,19,1,25492,12315,57,1369,177,2495,453,933,1437,17424,1484,0,798,6306,3690,1874
WI,2018,5687,79575,136,2112,1433,31615,24827,31369,0,376,927,2247,21,18,1,22612,10818,37,1461,160,2143,471,923,1190,16525,1131,0,534,5624,3704,1617
WI,2019,5835,75320,132,1807,1356,29898,24911,27087,0,359,950,2134,9,76,40,21577,10172,48,1363,169,1990,366,880,1133,16462,1043,0,380,5582,3437,1414
WI,2020,5809,55659,138,1801,1011,23739,20850,22767,0,312,620,1666,4,21,24,16697,6056,64,1297,206,1681,155,761,979,14566,1050,0,433,5119,3532,1052
WI,2021,5394,49605,125,1358,877,22237,18552,21016,0,280,427,1419,2,15,4,12933,5540,53,1248,194,1500,235,911,756,15223,1163,0,251,4672,3411,971
WI,2022,5134,54718,105,1363,1037,22697,20132,23840,0,326,591,1534,1,5,3,15030,5748,59,1462,191,1692,204,871,711,15999,1016,0,271,4699,3964,931
WY,2004,480,12483,61,351,438,1286,4708,3044,1456,12,157,182,2,0,0,2070,4131,4,113,14,259,35,30,26,3049,87,98,19,696,140,126
WY,2005,495,12830,20,334,387,1350,5082,3284,1774,7,145,180,19,0,0,2200,3930,4,121,14,307,3,35,35,3070,74,100,29,817,202,152
WY,2006,518,13593,16,316,359,1363,5423,3163,2005,14,135,167,1,0,0,1889,4471,5,121,4,256,6,25,26,3227,102,118,16,864,145,157
WY,2007,553,12951,23,292,461,1477,6126,3128,2515,7,93,182,5,0,0,2283,4415,3,138,13,230,4,37,43,3415,74,92,22,814,137,159
WY,2008,539,11999,22,334,428,1469,7159,2965,2754,5,113,226,7,0,0,2592,4617,6,125,14,267,34,45,35,3408,75,31,34,889,136,173
WY,2009,488,11643,12,286,479,1329,6662,2807,2700,13,114,225,3,0,0,2645,3934,4,118,16,215,14,43,30,3370,63,30,50,765,113,164
WY,2010,422,10269,19,350,429,1313,5810,3103,2374,4,74,200,0,0,0,2418,3760,5,84,6,194,7,38,23,3168,68,15,27,748,99,148
WY,2011,499,10622,32,248,341,1257,5033,3236,2711,3,85,196,2,0,0,2372,3287,10,95,8,216,13,32,28,2912,56,9,27,666,118,152
WY,2012,429,10001,38,272,319,1057,4428,3230,2834,4,54,188,1,0,0,2378,3286,3,88,17,251,18,31,29,2825,54,12,16,646,97,129
WY,2013,461,10116,30,237,269,1026,3971,3590,2539,9,59,203,0,0,0,2693,2727,7,107,13,206,32,37,24,2754,64,40,54,562,91,141
WY,2014,404,9072,44,233,223,1014,3847,3503,2586,13,48,171,1,0,0,2609,2151,2,96,21,320,56,42,24,2734,66,13,63,572,92,136
WY,2015,514,8978,61,251,196,1058,3460,3959,2472,10,57,170,1,0,0,2383,2101,6,99,12,392,40,37,36,2239,54,258,67,531,82,146
WY,2016,518,9192,48,251,156,981,3256,4495,2671,12,49,198,1,0,0,2198,2001,5,118,13,397,56,33,19,2154,45,7,31,545,86,111
WY,2017,556,8537,39,219,90,851,3402,4665,2942,18,50,158,0,1,0,2002,2020,0,136,10,398,48,45,29,2072,94,6,36,498,81,110
WY,2018,547,8211,19,243,86,835,3446,4885,3073,6,36,128,0,0,0,1822,1735,4,129,12,434,53,26,21,1926,83,17,166,425,52,112
WY,2019,367,7293,27,230,177,812,3220,4650,2324,1,29,112,1,0,0,1566,1802,3,104,7,348,19,39,23,2101,55,13,168,467,66,102
WY,2020,435,5575,19,221,108,880,3034,3728,1415,3,22,99,0,12,3,1695,1650,2,156,8,307,3,43,18,2046,52,5,84,556,66,78
WY,2021,279,3839,13,119,79,833,2187,2513,0,0,12,36,0,0,1,764,932,2,111,13,93,4,38,12,1494,10,0,4,311,41,28
WY,2022,232,4401,6,93,84,964,2215,2271,0,6,3,28,0,1,2,861,1005,0,88,5,87,5,33,8,1540,11,0,5,294,54,22
