state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",Population,Aggravated Assault_rate,All Other Offenses (Except Traffic)_rate,Arson_rate,Burglary_rate,Curfew and Loitering Law Violations_rate,Disorderly Conduct_rate,Driving Under the Influence_rate,Drug Abuse Violations - Grand Total_rate,Drunkenness_rate,Embezzlement_rate,Forgery and Counterfeiting_rate,Fraud_rate,Gambling - Total_rate,Human Trafficking - Commercial Sex Acts_rate,Human Trafficking - Involuntary Servitude_rate,Larceny - Theft_rate,Liquor Laws_rate,Manslaughter by Negligence_rate,Motor Vehicle Theft_rate,Murder and Nonnegligent Manslaughter_rate,Offenses Against the Family and Children_rate,Prostitution and Commercialized Vice_rate,Rape_rate,Robbery_rate,Simple Assault_rate,"Stolen Property: Buying, Receiving, Possessing_rate",Suspicion_rate,Vagrancy_rate,Vandalism_rate,"Weapons: Carrying, Possessing, Etc._rate","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)_rate"
KY,2017,2072,143065,77,3017,2,4646,17949,27482,16397,414,1146,1429,3,0,1,13441,103,15,951,199,6161,171,275,1017,12260,3023,0,74,1198,987,319,4455590,46.50338115,3210.91034,1.728166191,67.71269349,0.044887434,104.2735081,402.8422723,616.7982243,368.0096239,9.291698742,25.72049942,32.07207126,0.06733115,0,0.022443717,301.6659971,2.311702827,0.336655752,21.34397465,4.466299637,138.275739,3.837875568,6.172022112,22.82525995,275.1599676,67.84735579,0,1.660835041,26.88757269,22.15194845,7.159545649
KY,2018,2137,150247,130,2966,1,4440,16486,28720,16002,433,1377,1747,13,2,0,13581,199,25,1050,184,5799,164,343,875,12583,3085,0,57,1257,1084,326,4464273,47.86893633,3365.542385,2.912008293,66.43858922,0.022400064,99.45628325,369.2874517,643.3298322,358.4458209,9.699227623,30.84488785,39.13291145,0.291200829,0.044800128,0,304.2152664,4.457612695,0.560001595,23.52006699,4.121611738,129.8979699,3.673610462,7.683221882,19.60005582,281.8600027,69.10419681,0,1.276803636,28.15688019,24.28166915,7.302420797
KY,2019,2283,152537,170,2797,2,4357,16690,25769,15195,371,1110,1470,20,0,1,12593,150,19,1041,177,5793,101,326,796,12807,2943,0,52,1438,850,299,4472345,51.04704579,3410.671583,3.801137882,62.53989797,0.044719269,97.42092795,373.1823015,576.185424,339.7546477,8.295424436,24.8191944,32.86866286,0.447192692,0,0.022359635,281.5748785,3.35394519,0.424833057,23.27637962,3.957655324,129.5293632,2.258323094,7.289240879,17.79826914,286.3598403,65.80440462,0,1.162700999,32.15315455,19.00568941,6.685530745
KY,2020,2502,88721,85,2647,0,4023,13745,20139,9240,289,647,1097,0,1,2,7954,46,28,948,180,4180,22,267,727,12536,2830,0,19,1384,616,222,4508155,55.49942271,1968.011304,1.885471995,58.71581612,0,89.23828041,304.8919125,446.7237706,204.9618968,6.410604782,14.35176918,24.33367974,0,0.022182023,0.044364047,176.4358147,1.020373079,0.621096657,21.02855825,3.992764224,92.72085809,0.488004516,5.922600266,16.12633106,278.0738462,62.77512641,0,0.421458446,30.69992048,13.66412646,4.92440921
KY,2021,2411,112285,67,2213,0,3450,12772,21587,0,187,527,1100,8,3,2,6738,29,37,825,228,4251,15,290,616,11472,2689,0,17,1334,720,244,4507600,53.48744343,2491.015174,1.486378561,49.09486201,0,76.5374035,283.3436862,478.9022983,0,4.148549117,11.69136569,24.4032301,0.177478037,0.066554264,0.044369509,149.4808767,0.643357884,0.820835922,18.30242258,5.058124057,94.30739196,0.33277132,6.433578845,13.66580886,254.5035052,59.65480522,0,0.377140829,29.59446269,15.97302334,5.413080131
KY,2022,1991,116917,84,1807,0,3179,10966,17631,0,221,431,792,0,1,0,6076,20,29,688,172,3710,10,303,489,10213,1995,0,10,1212,625,245,4511563,44.13104727,2591.496561,1.861882456,40.05263808,0,70.46338486,243.0643216,390.7958284,0,4.898524081,9.553230222,17.55489173,0,0.022165267,0,134.6761643,0.443305347,0.642792753,15.24970393,3.812425982,82.23314182,0.221652673,6.716076003,10.83881573,226.3738753,44.21970834,0,0.221652673,26.86430401,13.85329209,5.430490497
LA,2014,7212,50843,96,5152,240,8663,7424,23783,3813,127,725,1637,53,0,0,24699,2550,23,1069,294,1440,673,345,1263,21208,1732,112,205,2928,2395,762,4645938,155.2323772,1094.35382,2.066321161,110.8925689,5.165802901,186.4639606,159.7955031,511.9095433,82.0716936,2.733570702,15.6050296,35.23508062,1.140781474,0,0,531.6256911,54.88665583,0.495056111,23.00934709,6.328108554,30.99481741,14.4857723,7.425841671,27.18503777,456.4847831,37.2798776,2.410708021,4.412456645,63.0227954,51.55040812,16.40142421
LA,2015,8737,55063,117,5214,360,9299,8782,27599,3827,134,683,1389,58,0,0,28241,3464,33,1259,342,1509,618,470,1598,23385,2273,34,392,3425,3271,982,4666998,187.2081368,1179.83766,2.506964863,111.7206393,7.713738039,199.250139,188.172354,591.3651559,82.00132076,2.871224714,14.63467522,29.7621726,1.242768906,0,0,605.1213221,74.22330157,0.707092654,26.97665609,7.328051137,32.33341861,13.24191697,10.07071355,34.24042607,501.0715668,48.7036849,0.728519704,8.399403642,73.38764662,70.0878809,21.04136321
LA,2016,9364,59792,136,5788,308,10708,8046,30052,3756,175,802,1498,79,0,0,26460,3673,49,1444,359,1632,527,516,1708,24764,2398,142,313,3911,3963,1402,4681346,200.0279407,1277.239495,2.905147366,123.6396541,6.579304328,228.7376323,171.8736449,641.9521223,80.2333346,3.738241096,17.13182491,31.99934378,1.687548837,0,0,565.2220537,78.46034025,1.046707507,30.84582938,7.66873459,34.86176839,11.25744604,11.02247089,36.48523309,528.9931571,51.2245837,3.033315632,6.686111217,83.54434814,84.65513978,29.94865152
LA,2017,8851,58407,131,5959,301,9706,7070,31368,3334,140,799,1642,53,30,35,24916,3170,29,1781,439,1921,597,490,1619,23963,2826,17,261,3661,4096,1405,4673673,189.3799588,1249.702322,2.802934651,127.501432,6.440330763,207.6739216,151.2728854,671.163772,71.3357567,2.995502681,17.09576173,35.13296715,1.134011729,0.641893432,0.74887567,533.1138914,67.82673927,0.620496984,38.10707339,9.393040549,41.10257607,12.77367929,10.48425938,34.64084886,512.7230767,60.46636125,0.363739611,5.584472855,78.3323951,87.63984986,30.06200905
LA,2018,9159,57781,110,5894,260,8399,6763,34130,3102,140,777,1369,52,9,4,25290,2085,32,1703,402,1920,450,488,1612,23980,3147,13,277,3561,4180,1201,4664450,196.3575556,1238.752693,2.358263032,126.360021,5.574076258,180.0641019,144.990299,731.7047026,66.5030175,3.001425677,16.65791251,29.34965537,1.114815252,0.192948794,0.085755019,542.1861098,44.69980384,0.686040155,36.51019949,8.618379445,41.16240929,9.647439677,10.46211236,34.5592728,514.101341,67.46776147,0.278703813,5.93853509,76.34340597,89.61399522,25.74794456
LA,2019,9753,56846,153,5493,246,8531,6841,33591,2641,132,730,1228,106,8,3,24192,2293,38,1616,417,2026,466,484,1383,22055,2777,774,369,3468,4340,1100,4658285,209.3688986,1220.320354,3.284470572,117.9189337,5.280913469,183.1360683,146.8566221,721.1022941,56.69468485,2.833660886,15.67100338,26.36163309,2.27551556,0.171737023,0.064401384,519.3327587,49.22412433,0.815750861,34.69087872,8.951792344,43.49240117,10.00368161,10.39008992,29.68903792,473.4575064,59.61421424,16.61555701,7.921370204,74.44799964,93.16733519,23.61384072
LA,2020,9267,39662,107,4443,230,6269,4105,24120,1152,91,482,945,52,4,8,18467,1214,37,1231,413,1222,280,396,1087,18106,2561,57,203,3364,3829,811,4652022,199.2037011,852.5755037,2.300075107,95.50685702,4.944086679,134.758606,88.2411992,518.4842204,24.76342545,1.956138643,10.361086,20.31374744,1.11779351,0.085984116,0.171968232,396.9671683,26.09617925,0.795353074,26.46161175,8.877859993,26.26814749,6.018888131,8.512427499,23.36618356,389.2071018,55.05133037,1.225273655,4.363693895,72.31264169,82.30829519,17.43327955
LA,2021,6900,17036,74,3156,124,4385,2796,19141,51,82,298,453,124,1,0,11462,772,33,1050,420,764,150,250,749,16339,2354,0,11,3339,2783,444,4627047,149.1231881,368.1829901,1.599292162,68.2076495,2.679894974,94.76886662,60.42730925,413.6763685,1.102214868,1.772188612,6.44039276,9.790261478,2.679894974,0.021612056,0,247.7173886,16.68450742,0.713197856,22.69265905,9.077063622,16.51161097,3.241808436,5.403014061,16.18743013,353.1193869,50.87478039,0,0.237732619,72.16265579,60.14635252,9.595752972
LA,2022,6809,16677,126,3290,51,3331,2852,19191,61,145,366,687,124,1,2,13763,930,16,1139,275,615,107,285,883,17173,2750,0,4,3184,3704,549,4588023,148.4081488,363.4898953,2.746280914,71.7084461,1.111589894,72.60207719,62.16185054,418.2847383,1.329548697,3.16040264,7.97729218,14.97376975,2.702689154,0.02179588,0.043591761,299.9767002,20.27016865,0.348734084,24.82550763,5.993867075,13.40446637,2.332159189,6.211825878,19.24576228,374.3006519,59.93867075,0,0.087183521,69.39808279,80.73194053,11.96593827
ME,2014,523,15550,42,910,22,1570,5532,5797,16,60,232,646,4,0,0,6128,3127,2,222,14,154,52,69,163,5228,150,0,0,1167,270,207,1331217,39.28735886,1168.104073,3.155007786,68.35850203,1.652623126,117.9371958,415.559597,435.4661937,1.201907728,4.50715398,17.42766206,48.52702452,0.300476932,0,0,460.3306598,234.8978416,0.150238466,16.67646973,1.051669262,11.56836188,3.906200116,5.183227077,12.24443498,392.7233501,11.26788495,0,0,87.66414491,20.28219291,15.54968123
ME,2015,548,14812,29,854,15,1332,5777,5942,17,46,253,564,8,0,0,5374,2725,7,237,21,84,81,60,182,4938,110,2,4,1014,228,187,1329098,41.23097018,1114.440019,2.181930904,64.25410316,1.12858495,100.2183436,434.6556838,447.0701182,1.279062943,3.460993847,19.03546616,42.43479412,0.601911973,0,0,404.3343681,205.0262659,0.526672977,17.83164221,1.58001893,6.320075721,6.094358731,4.5143398,13.69349739,371.5301656,8.276289634,0.150477993,0.300955987,76.29234263,17.15449124,14.06969238
ME,2016,560,15019,78,684,9,1319,5844,5433,22,70,229,558,1,0,0,4713,2218,0,207,16,125,105,61,140,4739,94,7,0,1054,150,187,1332348,42.03106095,1127.258044,5.854326347,51.33793874,0.675499194,98.99815964,438.6241432,407.7763467,1.651220252,5.253882619,17.18770171,41.88095002,0.075055466,0,0,353.7364112,166.4730236,0,15.53648146,1.200887456,9.381933249,7.880823929,4.578383425,10.50776524,355.6878533,7.055213803,0.525388262,0,79.10846115,11.2583199,14.03537214
ME,2017,571,14230,60,608,17,1258,5836,3322,20,41,198,522,3,1,0,4685,2181,4,226,13,121,119,75,128,4893,93,8,0,1068,129,179,1335743,42.74774414,1065.324692,4.491882046,45.51773807,1.272699913,94.17979357,436.9103937,248.700536,1.497294015,3.069452732,14.82321075,39.0793738,0.224594102,0.074864701,0,350.7411231,163.2799124,0.299458803,16.91942237,0.97324111,9.058628793,8.908899392,5.614852558,9.582681699,366.3129809,6.962417172,0.598917606,0,79.95550042,9.657546399,13.40078144
ME,2018,533,14471,45,562,10,1360,5816,3698,21,48,209,482,2,3,1,4623,2052,1,235,16,137,54,74,135,4894,116,5,1,1035,144,167,1340123,39.77246865,1079.826255,3.35790073,41.93644912,0.746200162,101.4832221,433.9900143,275.94482,1.567020341,3.581760779,15.59558339,35.96684782,0.149240032,0.223860049,0.074620016,344.968335,153.1202733,0.074620016,17.53570381,1.19392026,10.22294222,4.029480876,5.5218812,10.07370219,365.1903594,8.655921882,0.373100081,0.074620016,77.23171679,10.74528234,12.46154271
ME,2019,527,14473,46,507,3,1236,5454,3624,13,41,146,403,3,0,0,4281,1577,2,200,10,155,51,66,93,4812,99,2,2,981,138,175,1345770,39.15973755,1075.443798,3.418117509,37.6735995,0.222920707,91.84333133,405.2698455,269.2882142,0.965989731,3.046582997,10.84880775,29.94568165,0.222920707,0,0,318.107849,117.181985,0.148613805,14.86138047,0.743069024,11.51756987,3.789652021,4.904255556,6.91054192,357.5648142,7.356383334,0.148613805,0.148613805,72.89507122,10.25435253,13.00370791
ME,2020,519,12170,60,467,20,886,4108,3188,32,21,119,302,1,1,0,3385,916,3,267,13,88,37,67,110,4481,106,3,3,965,130,115,1364517,38.03543671,891.8906837,4.397160314,34.22456444,1.465720105,64.93140063,301.0589095,233.6357847,2.345152167,1.53900611,8.721034623,22.13237358,0.073286005,0.073286005,0,248.0731277,67.12998079,0.219858016,19.5673634,0.952718068,6.44916846,2.711582194,4.91016235,8.061460575,328.3945894,7.768316555,0.219858016,0.219858016,70.72099505,9.52718068,8.427890602
ME,2021,530,10319,59,354,11,823,4390,2842,0,15,71,232,1,0,0,3081,626,5,206,15,90,5,74,72,4345,102,0,1,962,128,78,1378787,38.43958494,748.411466,4.279123606,25.67474164,0.797802706,59.69014793,318.3958073,206.1232083,0,1.087912781,5.149453832,16.82638435,0.072527519,0,0,223.4572853,45.40222674,0.362637594,14.94066886,1.087912781,6.527476688,0.362637594,5.367036388,5.22198135,315.132069,7.397806913,0,0.072527519,69.77147304,9.2835224,5.657146463
ME,2022,476,11183,56,363,4,750,4473,2559,0,14,93,255,1,1,0,3936,627,8,220,19,116,26,51,88,4398,79,0,2,864,119,82,1389338,34.26092139,804.9157225,4.030696634,26.12755139,0.287906902,53.9825442,321.9518936,184.1884408,0,1.007674158,6.693835481,18.35406503,0.071976726,0.071976726,0,283.300392,45.12940695,0.575813805,15.83487963,1.367557787,8.34930017,1.871394866,3.670813006,6.333951853,316.5536392,5.686161323,0,0.143953451,62.18789092,8.565230347,5.9020915
MD,2014,6754,75309,356,5880,152,7155,20483,43223,81,250,690,1279,265,0,0,24502,7048,14,1440,239,1941,1005,349,3575,24521,171,251,877,3160,3266,996,5960064,113.3209308,1263.560257,5.973090222,98.65665872,2.550308185,120.0490465,343.6708062,725.2103333,1.359045809,4.19458583,11.57705689,21.45950111,4.44626098,0,0,411.102968,118.2537637,0.234896806,24.16081438,4.010024053,32.56676438,16.86223504,5.855641819,59.98257737,411.4217565,2.869096708,4.211364173,14.71460709,53.01956489,54.79806928,16.71122995
MD,2015,6441,66281,338,5348,136,5802,19933,31272,21,206,591,1049,172,0,0,21624,6611,19,1421,286,1922,708,436,3472,22340,110,199,63,2885,3299,829,5988528,107.5556464,1106.799534,5.6441249,89.30408274,2.271008836,96.88524459,332.8530818,522.1984434,0.350670482,3.439910442,9.868869278,17.5168255,2.872158233,0,0,361.0904049,110.3944074,0.317273293,23.72870261,4.775797992,32.0946984,11.82260482,7.280587149,57.97751968,373.0465984,1.836845382,3.323020281,1.052011446,48.17544478,55.08866286,13.84313474
MD,2016,6407,64104,358,5051,57,5267,19234,32961,17,148,624,1030,136,2,0,20728,5774,28,1669,314,2054,700,442,3512,22752,256,454,144,2958,3673,730,6007014,106.6586494,1067.152499,5.959699778,84.08503792,0.948890747,87.68083444,320.1923618,548.7085597,0.283002503,2.4637865,10.3878566,17.14662227,2.264020027,0.033294412,0,345.0632877,96.12096792,0.46612177,27.78418695,5.22722271,34.19336129,11.65304426,7.358065089,58.46498776,378.7572328,4.261684757,7.557831562,2.397197676,49.24243559,61.14518794,12.15246044
MD,2017,6481,62891,321,4895,87,4802,18727,33663,33,140,520,1113,123,18,2,17993,4206,15,1848,326,1881,731,385,3554,22006,171,135,146,2829,3492,674,6028186,107.5116129,1043.282341,5.324984995,81.201874,1.443220232,79.65912133,310.6573022,558.4266975,0.547428364,2.322423363,8.626143918,18.46326573,2.040414811,0.298597289,0.033177477,298.4811683,69.77223331,0.248831075,30.65598839,5.407928687,31.20341675,12.1263677,6.386664247,58.95637593,365.0517751,2.83667425,2.239479671,2.421955792,46.92954066,57.92787416,11.18080962
MD,2018,6381,58201,311,3909,68,4867,18767,32944,58,114,462,928,76,12,3,15755,4445,15,2047,267,1883,837,484,3304,22116,343,262,207,2585,3744,703,6042153,105.6080506,963.2493583,5.147171877,64.69548189,1.125426648,80.55075732,310.6012046,545.2361104,0.95992273,1.886744675,7.646281052,15.35876367,1.257829784,0.198604703,0.049651176,260.7514242,73.56649194,0.248255878,33.8786522,4.418954634,31.16438793,13.85267801,8.010389674,54.6824948,366.028467,5.676784418,4.336202675,3.425931121,42.78276303,61.96466723,11.6349255
MD,2019,6246,58871,227,3670,36,5111,19064,30817,44,120,398,860,58,10,2,16189,4226,25,1950,245,1857,675,524,3308,22760,283,49,228,2774,3833,741,6054954,103.1552015,972.278237,3.748996276,60.6115257,0.594554476,84.41022013,314.8496256,508.9551465,0.726677692,1.981848252,6.573130035,14.20324581,0.957893322,0.165154021,0.033030804,267.3678446,69.79408927,0.412885052,32.20503409,4.046273514,30.6691017,11.14789642,8.6540707,54.63295014,375.8905518,4.673858794,0.809254703,3.765511679,45.81372542,63.30353624,12.23791296
MD,2020,5793,38587,200,2838,9,2952,13278,19400,19,86,218,542,10,10,1,9619,1766,20,1626,273,1333,143,467,2299,16791,347,2,122,2064,3698,496,6173689,93.8336868,625.0233855,3.239554179,45.9692738,0.145779938,47.81581968,215.0740019,314.2367554,0.307757647,1.393008297,3.531114055,8.779191825,0.161977709,0.161977709,0.016197771,155.8063582,28.6052634,0.323955418,26.33757548,4.421991454,21.5916286,2.316281238,7.564359008,37.23867529,271.9767711,5.620626501,0.032395542,1.976128049,33.43219913,59.89935677,8.034094364
MD,2021,3043,15276,39,913,2,950,9605,8888,0,57,79,226,0,6,0,2991,334,14,672,177,312,96,223,1041,4994,356,0,16,867,2238,153,6175045,49.27899311,247.3828126,0.631574345,14.78531735,0.032388428,15.38450327,155.5454252,143.9341738,0,0.923070196,1.279342904,3.659892357,0,0.097165284,0,48.43689398,5.408867466,0.226718996,10.88251179,2.866375873,5.052594758,1.554644541,3.611309715,16.85817674,80.87390456,5.765140173,0,0.259107424,14.04038351,36.24265086,2.477714737
MD,2022,5315,36136,74,1746,6,1514,9812,8796,1,98,90,394,0,3,0,6166,668,14,943,193,860,80,289,1816,10879,291,25,35,1463,3330,289,6163981,86.2267421,586.2445066,1.200522844,28.3258498,0.09733969,24.56204846,159.1828398,142.6999856,0.016223282,1.589881604,1.460095351,6.39197298,0,0.048669845,0,100.0327548,10.83715216,0.227125943,15.29855462,3.131093363,13.95202224,1.297862534,4.688528404,29.46147952,176.4930813,4.720974967,0.405582042,0.567814859,23.73466109,54.02352798,4.688528404
MA,2014,8864,36917,91,2948,0,6003,8836,11306,7217,148,553,1344,23,0,0,15113,3252,2,658,48,1199,678,286,1507,20819,1274,66,7,2900,1359,455,6764864,131.0299808,545.7168097,1.345185949,43.57811184,0,88.73792585,130.6160774,167.1282675,106.6835933,2.18777495,8.174591537,19.86736171,0.339992053,0,0,223.4043434,48.07191985,0.029564526,9.72672917,0.709548632,17.72393355,10.02237443,4.227727268,22.27687061,307.7519371,18.83260329,0.97562937,0.103475842,42.86856321,20.08909566,6.725929745
MA,2015,8638,36893,53,2407,0,4664,9571,10552,6366,133,525,1240,30,0,0,13144,2344,1,605,113,1196,564,290,1241,18883,1231,98,17,2603,1398,450,6797484,127.07643,542.7449333,0.779700254,35.41016058,0,68.61362233,140.8020968,155.2339071,93.65229841,1.956606297,7.72344591,18.24204367,0.441339766,0,0,193.3656629,34.48334707,0.014711326,8.900351954,1.662379786,17.59474535,8.297187606,4.266284408,18.256755,277.7939602,18.10964174,1.441709903,0.250092534,38.29358039,20.56643311,6.620096495
MA,2016,8318,37469,83,2186,0,4502,10210,10470,5713,136,488,1297,16,0,0,12322,2116,3,671,60,1336,553,308,1291,19642,1218,2,12,2775,1335,424,6827280,121.834757,548.8129973,1.215711088,32.0186077,0,65.94134121,149.547111,153.3553626,83.6790054,1.99200853,7.147795315,18.99731665,0.234353945,0,0,180.4818317,30.99330919,0.043941365,9.828218558,0.878827293,19.56855439,8.099858216,4.511313437,18.90943392,287.6987614,17.84019405,0.029294243,0.175765459,40.64576229,19.55390727,6.210379536
MA,2017,7845,39028,89,2238,2,4456,9430,9922,5387,128,469,1320,6,9,0,11051,1830,5,647,63,1438,530,350,1223,19678,1226,2,9,2640,1354,421,6863560,114.2992849,568.626194,1.296703169,32.6069853,0.029139397,64.92257662,137.3922571,144.5605488,78.48696595,1.864921411,6.833188608,19.23200205,0.087418191,0.131127287,0,161.0097384,26.6625483,0.072848493,9.426594945,0.917891007,20.95122648,7.721940218,5.099394483,17.81874129,286.7025276,17.86245039,0.029139397,0.131127287,38.4640041,19.7273718,6.133843079
MA,2018,7413,37523,60,1925,0,4108,9340,8880,5366,113,449,1176,9,6,0,9569,1318,8,575,57,1202,395,372,1135,19288,984,0,3,2459,1322,430,6885720,107.657587,544.9393818,0.871368571,27.95640833,0,59.65970153,135.643041,128.9625486,77.92939591,1.641077476,6.520741477,17.078824,0.130705286,0.087136857,0,138.9687643,19.14106295,0.116182476,8.350615477,0.827800143,17.45641705,5.736509762,5.402485143,16.48338881,280.1159501,14.29044457,0,0.043568429,35.71158862,19.19915419,6.244808096
MA,2019,7052,37969,67,1719,0,3880,10395,8588,4768,86,464,1077,18,4,3,8595,1250,8,550,52,1058,377,368,903,18366,913,1,53,2172,1326,423,6894883,102.2787479,550.6837462,0.971735126,24.93153256,0,56.27361625,150.7639796,124.5561382,69.15273254,1.247301803,6.729628335,15.62027956,0.261063168,0.058014037,0.043510528,124.6576628,18.12938668,0.116028075,7.976930138,0.754182486,15.34471288,5.467823022,5.337291438,13.09666894,266.3714526,13.24170403,0.014503509,0.768685995,31.50162229,19.23165339,6.134984452
MA,2020,6242,28988,86,1355,0,2238,7184,6355,1405,47,261,643,11,3,2,5088,607,9,513,58,1175,110,300,682,16140,864,1,12,2115,1296,310,6997713,89.20057167,414.249627,1.228972952,19.36346918,0,31.98187751,102.6621126,90.81538497,20.07798834,0.671648008,3.729790004,9.188716371,0.157194215,0.042871149,0.028580766,72.70946951,8.674262577,0.128613448,7.33096656,0.828842223,16.79120021,1.571942147,4.287114947,9.746041314,230.6467842,12.34689105,0.014290383,0.171484598,30.22416038,18.52033657,4.430018779
MA,2021,6283,30186,77,1244,0,2186,7523,5412,0,35,209,655,38,6,1,4375,683,6,532,61,833,150,286,588,16435,691,0,8,1994,1331,300,6991951,89.86046956,431.7249935,1.101266299,17.7918867,0,31.26452116,107.5951476,77.40328844,0,0.50057559,2.989151383,9.367914621,0.54348207,0.085812958,0.01430216,62.5719488,9.768375093,0.085812958,7.608748974,0.872431743,11.91369905,2.145323959,4.090417682,8.409669919,235.0559951,9.882792371,0,0.114417278,28.51850649,19.0361746,4.290647918
MA,2022,6836,30192,85,1317,0,2216,7668,4432,0,61,347,686,9,6,1,5128,757,4,528,47,961,226,306,463,17017,683,0,3,2070,1440,279,6982740,97.89853267,432.3804123,1.217287197,18.86079104,0,31.73539327,109.8136262,63.47078654,0,0.873582576,4.969395968,9.824223729,0.128889233,0.085926155,0.014321026,73.43822053,10.84101656,0.057284103,7.561501645,0.673088215,13.76250584,3.236551841,4.382233908,6.630634966,243.7008968,9.781260651,0,0.042963078,29.6445235,20.62227721,3.99556621
